CAM.x	participantCAM.x	id	text	value	comment	date.x	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	date.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	769209e6-6032-41ca-a1b0-e0ff50cb292b	climate change	0	NA	2023-12-10T10:36:59Z	650	400	TRUE	0	0	0	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	ecb32dbf-ad3f-4564-8fae-c7f7f11afb0c	2023-12-10T10:38:11Z	8b01c3ab-3854-4eb3-93b4-958e792aa19d	9	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	769209e6-6032-41ca-a1b0-e0ff50cb292b	climate change	0	NA	2023-12-10T10:36:59Z	650	400	TRUE	0	0	0	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	15cae787-a83d-4151-bb99-7edb0018d0c7	2023-12-10T10:41:55Z	9654db92-2af6-4eec-983a-ae7ab56adbd9	9	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	769209e6-6032-41ca-a1b0-e0ff50cb292b	climate change	0	NA	2023-12-10T10:36:59Z	650	400	TRUE	0	0	0	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	20595a38-c93d-4aff-9e45-450dd5799c65	2023-12-10T10:50:27Z	e62aa1c5-7933-4214-8d7a-b8e716c3475b	6	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	769209e6-6032-41ca-a1b0-e0ff50cb292b	climate change	0	NA	2023-12-10T10:36:59Z	650	400	TRUE	0	0	0	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	e0098daf-185c-4915-9c96-7d3a64ed7092	2023-12-10T10:51:51Z	8053cc8a-660c-490a-a584-cd0d0c087426	3	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	8b01c3ab-3854-4eb3-93b4-958e792aa19d	extreme weather events	-3	NA	2023-12-10T10:37:18Z	784	264	FALSE	1	1	1	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	8a7ad368-5b83-45f2-877b-09ca8ed0057f	2023-12-10T10:44:25Z	8e282115-5cce-4a1a-9151-272f106b67a1	9	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	9654db92-2af6-4eec-983a-ae7ab56adbd9	destruction of the environment	-3	NA	2023-12-10T10:38:36Z	841	413	FALSE	1	1	1	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	67cde4fb-b32d-4dbb-9430-33c2d5c1cbe7	2023-12-10T10:43:20Z	5a0b8855-bb61-4f9b-913b-ca2ccc1688e8	9	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	3ceb4b34-43c0-4809-9a21-db85f7faa877	environmentally friendly behavior	3	NA	2023-12-10T10:39:17Z	499	346	FALSE	1	1	1	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	d35cde26-5ee9-4aec-9b8c-dbeb89d62a1d	2023-12-10T10:39:46Z	769209e6-6032-41ca-a1b0-e0ff50cb292b	6	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	3ceb4b34-43c0-4809-9a21-db85f7faa877	environmentally friendly behavior	3	NA	2023-12-10T10:39:17Z	499	346	FALSE	1	1	1	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	85c75b88-2d93-47f3-8b35-a28ade1462fd	2023-12-10T10:46:12Z	0386fbbf-7294-4d09-92a5-659326e6b21f	6	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	56cf4f25-d4ea-439f-856c-5d5b2cb37b7e	famine	-3	NA	2023-12-10T10:42:10Z	885	554	FALSE	1	1	1	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	c1013388-6f2d-47d2-9edd-3879282487f3	2023-12-10T10:42:34Z	9654db92-2af6-4eec-983a-ae7ab56adbd9	9	1	0	1	TRUE
3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	ffcbb0c0-cd86-4355-b4bc-0460f38bd772	renewable energy	3	NA	2023-12-10T10:43:46Z	455	489	FALSE	1	1	1	TRUE	3265d161-73e2-49c1-adb5-4fc6753d1458	5d6fda2bde432b0019b19ba7	ce716ea7-3990-4293-be87-5983786d44c9	2023-12-10T10:45:10Z	3ceb4b34-43c0-4809-9a21-db85f7faa877	6	1	0	1	TRUE
